term,Category,Freq,Term,Total,loglift,logprob
32,Default,5.0,museum,5.0,30.0,30.0
38,Default,4.0,small,4.0,29.0,29.0
7,Default,6.0,cathedral,6.0,28.0,28.0
31,Default,3.0,medieval,3.0,27.0,27.0
50,Default,2.0,walk,2.0,26.0,26.0
11,Default,4.0,church,4.0,25.0,25.0
0,Default,5.0,39,5.0,24.0,24.0
23,Default,2.0,interesting,2.0,23.0,23.0
3,Default,8.0,beautiful,8.0,22.0,22.0
49,Default,3.0,visiting,3.0,21.0,21.0
5,Default,3.0,building,3.0,20.0,20.0
24,Default,4.0,know,4.0,19.0,19.0
35,Default,3.0,place,3.0,18.0,18.0
18,Default,2.0,different,2.0,17.0,17.0
12,Default,4.0,city,4.0,16.0,16.0
46,Default,4.0,time,4.0,15.0,15.0
25,Default,3.0,like,3.0,14.0,14.0
19,Default,2.0,garden,2.0,13.0,13.0
2,Default,3.0,astronomical,3.0,12.0,12.0
42,Default,3.0,summer,3.0,11.0,11.0
53,Default,8.0,worth,8.0,10.0,10.0
29,Default,9.0,lund,9.0,9.0,9.0
43,Default,3.0,super,3.0,8.0,8.0
13,Default,3.0,clock,3.0,7.0,7.0
33,Default,2.0,open,2.0,6.0,6.0
36,Default,2.0,rich,2.0,5.0,5.0
22,Default,1.0,houses,1.0,4.0,4.0
47,Default,2.0,usually,2.0,3.0,3.0
6,Default,2.0,cafes,2.0,2.0,2.0
1,Default,2.0,air,2.0,1.0,1.0
2,Topic1,2.526149638685219,astronomical,3.410824015927842,1.1979,-2.8009
47,Topic1,1.7564899503679146,usually,2.545332001246913,1.1272,-3.1643
9,Topic1,1.7005066605195047,century,2.5820670500703864,1.0805,-3.1967
12,Topic1,2.5650069826184927,city,4.138801564781705,1.0197,-2.7856
46,Topic1,2.56250833973478,time,4.15671660418772,1.0144,-2.7866
13,Topic1,1.707634153003411,clock,3.2042449297825524,0.8688,-3.1925
36,Topic1,0.9437339779095862,rich,2.2445846625119183,0.6317,-3.7855
51,Topic1,0.9687969075794688,went,2.4153169749147554,0.5846,-3.7593
37,Topic1,0.9585289284364378,simple,2.4037333644507726,0.5788,-3.7699
52,Topic1,0.9490274749914046,winter,2.3888808005800404,0.575,-3.7799
3,Topic1,3.362851048784142,beautiful,8.50346359637338,0.5705,-2.5148
7,Topic1,2.5295956221591336,cathedral,6.764016438232459,0.5146,-2.7995
24,Topic1,1.70152064996737,know,4.623148015552459,0.4986,-3.1961
45,Topic1,0.9392901076355895,sweden,2.5527736051332615,0.4984,-3.7902
18,Topic1,0.9505324840659516,different,2.946839383351624,0.3667,-3.7783
19,Topic1,0.9570102094398429,garden,2.997404149072424,0.3565,-3.7715
34,Topic1,0.9526162707715536,park,3.0057950032834553,0.3491,-3.7761
10,Topic1,0.9408223854781194,charming,3.34431100523878,0.2299,-3.7886
29,Topic1,2.5297505427562745,lund,9.414928489800182,0.184,-2.7995
49,Topic1,0.952866816207774,visiting,3.5698476964445924,0.1774,-3.7759
25,Topic1,0.956548504379642,like,3.7620598101311615,0.1288,-3.772
