topic,Freq,cluster,topics,x,y
3,45.498359254835535,1,1,-0.1283392684230408,0.06821863602726182
5,10.908280697257215,1,2,-0.01969695769478752,-0.15129301499221504
0,9.80213209517741,1,3,-0.05077169932092595,-0.017016701256296243
1,9.193312642927582,1,4,0.13779199240771964,0.023433270998448063
8,8.583697334121526,1,5,0.10644003113011531,0.02998785651876298
4,6.20323256300326,1,6,-0.0535478483009525,0.020806049184898732
6,4.375576660822218,1,7,-0.00817607339522171,0.03951145687346974
9,3.823696572521404,1,8,0.014151410089044107,-0.0047215456874001895
7,1.3865761825821428,1,9,0.000715635171641941,-0.00989852670481165
2,0.22513599675171367,1,10,0.0014327783364076118,0.000972519037881945
