topic,Freq,cluster,topics,x,y
3,31.308213528011514,1,1,0.06618157618628195,-0.10150349754919247
6,19.80330186820353,1,2,-0.06455073859384997,-0.12442039119547665
4,18.24267761850365,1,3,-0.17653458946128087,0.12295544626329907
5,15.304508829635353,1,4,0.18393944987015817,0.10537652596419511
0,11.509599915165817,1,5,-0.01885297853446443,-0.04258022135969018
9,2.9432103963953464,1,6,-0.01870910961488585,0.002916950008487097
8,0.22212196102119786,1,7,0.008500334618798963,0.007822239191663919
7,0.22212196102119786,1,8,0.004621829320514049,0.010462191531817728
2,0.22212196102119786,1,9,0.007778493400355563,0.009949033762418595
1,0.22212196102119786,1,10,0.0076257328083718726,0.009021723382477562
