topic,Freq,cluster,topics,x,y
2,22.353902442524348,1,1,0.10156418889363454,-0.06290370903409799
5,18.694692672173918,1,2,-0.05435177888416676,0.12013462408303285
0,17.62050046743143,1,3,0.003001547673687706,0.0025105997905566176
1,14.933347785600606,1,4,0.11277128293908208,0.04100951241957372
7,8.638792429861871,1,5,0.08246111193826408,-0.029001132360605177
9,8.536544023962664,1,6,-0.11374768554063307,-0.1278813120950741
8,4.928107595069306,1,7,-0.06748555555850505,0.03394326909476216
3,3.9049939617361114,1,8,-0.043422831773170266,0.040805600006928934
6,0.19455931081986425,1,9,-0.010167224868091879,-0.008496787923895723
4,0.19455931081986425,1,10,-0.010623054820101488,-0.010120663981181489
