term,Category,Freq,Term,Total,loglift,logprob
11,Default,8.0,clock,8.0,30.0,30.0
29,Default,8.0,lund,8.0,29.0,29.0
10,Default,6.0,city,6.0,28.0,28.0
2,Default,7.0,astronomical,7.0,27.0,27.0
7,Default,16.0,cathedral,16.0,26.0,26.0
32,Default,6.0,museum,6.0,25.0,25.0
41,Default,5.0,romanesque,5.0,24.0,24.0
3,Default,14.0,beautiful,14.0,23.0,23.0
18,Default,6.0,garden,6.0,22.0,22.0
14,Default,4.0,discover,4.0,21.0,21.0
0,Default,5.0,39,5.0,20.0,20.0
44,Default,3.0,species,3.0,19.0,19.0
13,Default,5.0,crypt,5.0,18.0,18.0
52,Default,4.0,visit,4.0,17.0,17.0
8,Default,3.0,center,3.0,16.0,16.0
48,Default,2.0,time,2.0,15.0,15.0
43,Default,4.0,small,4.0,14.0,14.0
38,Default,4.0,plants,4.0,13.0,13.0
46,Default,2.0,superb,2.0,12.0,12.0
17,Default,3.0,free,3.0,11.0,11.0
5,Default,3.0,botanical,3.0,10.0,10.0
39,Default,3.0,pretty,3.0,9.0,9.0
35,Default,3.0,oldest,3.0,8.0,8.0
50,Default,2.0,unmissable,2.0,7.0,7.0
1,Default,2.0,air,2.0,6.0,6.0
36,Default,2.0,open,2.0,5.0,5.0
12,Default,2.0,concert,2.0,4.0,4.0
23,Default,2.0,houses,2.0,3.0,3.0
26,Default,2.0,life,2.0,2.0,2.0
21,Default,3.0,greenhouses,3.0,1.0,1.0
32,Topic1,5.402003697736035,museum,6.10040062426041,0.67,-2.8735
29,Topic1,7.092905393373066,lund,8.38821411122433,0.6238,-2.6012
41,Topic1,4.488351746095472,romanesque,5.778676217392315,0.5389,-3.0588
50,Topic1,1.894054729492928,unmissable,2.566953584220369,0.4876,-3.9216
12,Topic1,1.8960183847821341,concert,2.5720585871113553,0.4866,-3.9205
2,Topic1,5.346391104108295,astronomical,7.2680592385162495,0.4845,-2.8839
26,Topic1,1.8832783506733441,life,2.565430311723217,0.4824,-3.9273
1,Topic1,1.9023452433097554,air,2.599322287675509,0.4794,-3.9172
23,Topic1,1.9015416388892503,houses,2.6027474785477254,0.4777,-3.9176
36,Topic1,1.8861407131718342,open,2.588611602010888,0.475,-3.9258
30,Topic1,1.8961834658222665,missed,2.6054486175237215,0.4738,-3.9205
13,Topic1,3.6364074515878277,crypt,5.056977193599417,0.4618,-3.2693
11,Topic1,6.206394547803371,clock,8.724592656683095,0.451,-2.7347
3,Topic1,10.098355822765354,beautiful,14.597372438000365,0.4231,-2.2479
7,Topic1,11.052813418137482,cathedral,16.403813426353622,0.3967,-2.1576
43,Topic1,2.7759011198787418,small,4.262764595279816,0.3626,-3.5393
52,Topic1,2.7627350051410655,visit,4.780957414014217,0.2431,-3.5441
35,Topic1,1.89580540915129,oldest,3.2896070297148556,0.2404,-3.9207
42,Topic1,1.0364729022878854,seen,2.258606664666836,0.0126,-4.5245
22,Topic1,1.022232689206065,heart,2.265907321901607,-0.0044,-4.5383
20,Topic1,1.0280496508029826,gothic,2.284663473194192,-0.007,-4.5326
6,Topic1,1.0328321621773204,buildings,2.3413199566486047,-0.0269,-4.528
9,Topic1,1.0156106858409149,century,2.312367591678443,-0.0312,-4.5448
27,Topic1,1.0267073789471293,like,2.4283203537387865,-0.0693,-4.5339
34,Topic1,1.0260413604551049,nice,2.4413493792236887,-0.0753,-4.5346
28,Topic1,1.0257528921740287,lovers,2.4775296709501684,-0.0903,-4.5349
15,Topic1,1.0311258236453253,enjoy,2.5026240919970704,-0.0951,-4.5296
45,Topic1,1.0119681347150145,stone,2.4777272886553043,-0.1039,-4.5484
4,Topic1,1.017393390507802,bike,2.4946868870499106,-0.1054,-4.5431
53,Topic1,1.0193208898968287,worth,2.504028733525356,-0.1072,-4.5412
48,Topic1,1.0250197001862855,time,2.684042860714116,-0.1711,-4.5356
0,Topic1,1.0263460935304298,39,5.379725610512686,-0.8651,-4.5343
10,Topic2,5.2619401194665505,city,6.9118926374006895,1.6039,-1.8148
8,Topic2,2.99726454869903,center,3.99091105702956,1.5903,-2.3776
39,Topic2,2.327245790767072,pretty,3.200625989591013,1.5579,-2.6306
33,Topic2,0.9116096897257994,near,2.165739509847963,1.0113,-3.5678
25,Topic2,0.8968262717493055,leaving,2.1662595979320245,0.9947,-3.5841
49,Topic2,0.9233969273670597,tour,2.3427800450315552,0.9456,-3.5549
4,Topic2,0.937629546795994,bike,2.4946868870499106,0.898,-3.5397
53,Topic2,0.9273037484733702,worth,2.504028733525356,0.8832,-3.5507
15,Topic2,0.9205475606609194,enjoy,2.5026240919970704,0.8765,-3.558
45,Topic2,0.9078927766912621,stone,2.4777272886553043,0.8726,-3.5719
18,Topic2,2.234506360536932,garden,6.313489899823335,0.8379,-2.6712
16,Topic2,0.7011929230466726,flowers,2.38585897291917,0.6521,-3.8302
21,Topic2,0.9346588020178411,greenhouses,3.1957381189907124,0.6472,-3.5428
51,Topic2,0.5593724884049681,varieties,2.4473042698031917,0.4007,-4.0562
43,Topic2,0.9408231848242617,small,4.262764595279816,0.3657,-3.5363
38,Topic2,0.930223266074236,plants,4.67279642721746,0.2625,-3.5476
52,Topic2,0.9223319974010519,visit,4.780957414014217,0.2311,-3.5561
0,Topic2,0.9273281594207033,39,5.379725610512686,0.1185,-3.5507
7,Topic2,2.0515808529765174,cathedral,16.403813426353622,-0.2023,-2.7566
