topic,Freq,cluster,topics,x,y
8,22.445926089737377,1,1,-0.024645506307670886,-0.14161899747287743
3,17.46118866746034,1,2,-0.15281874340663942,-0.02347851353925357
2,17.301480398466175,1,3,-0.007973975239101518,0.10718666886023907
5,15.994057308972915,1,4,-0.06624739084269063,-0.06753595837789378
6,10.354196264280779,1,5,0.17064992342765947,-0.030615633273639486
1,8.134771743122592,1,6,-0.056194962542604344,0.12092875916068006
0,4.812395154434075,1,7,0.055766886563241545,-0.006321375004663287
9,1.8254492144680015,1,8,0.04537370015455632,0.04101516660254265
7,1.4900392279164976,1,9,0.024483116538294804,-0.01483792922410023
4,0.18049593114124912,1,10,0.011606951654954525,0.01527781226896594
