term,Topic,Freq,Term
0,1,0.8357801249618714,attraction
1,3,0.46325008241199606,beautiful
1,5,0.46325008241199606,beautiful
2,1,0.4254992589973646,building
2,3,0.4254992589973646,building
3,1,0.6404558786617032,cathedral
3,2,0.4269705857744688,cathedral
4,1,0.8427202067602252,center
5,3,0.8838864651839319,charming
6,1,0.7827405397815282,city
6,5,0.26091351326050943,city
7,4,0.43463126304212185,exhibitions
8,2,0.3874000062665727,great
8,3,0.3874000062665727,great
9,4,0.6504957375027287,history
10,1,0.5103962824414255,interesting
10,4,0.25519814122071277,interesting
11,2,0.4623308774120664,knowledge
11,5,0.4623308774120664,knowledge
12,1,0.5592058391397523,lund
12,2,0.18640194637991742,lund
12,5,0.18640194637991742,lund
13,2,0.5361704594216782,monuments
14,4,0.6739876133543021,museum
14,5,0.33699380667715106,museum
15,1,0.43183732739087505,peace
15,2,0.43183732739087505,peace
16,1,0.167476671699918,place
16,2,0.167476671699918,place
16,3,0.5024300150997539,place
16,5,0.167476671699918,place
17,1,0.33489485122189694,really
17,2,0.33489485122189694,really
17,5,0.33489485122189694,really
18,3,0.8002270176481241,recommend
19,4,0.4366971097548744,region
20,1,0.8403941189443527,romanesque
21,2,0.537720662691465,visit
21,5,0.2688603313457325,visit
22,2,0.8698863862462387,worth
