topic,Freq,cluster,topics,x,y
8,28.660246974019586,1,1,0.05923092748344158,-0.03797206201819076
4,17.33001367189284,1,2,-0.09513794214180209,-0.10538166297211386
1,12.368948332477487,1,3,-0.08671013522592604,0.13261787182548573
7,11.240992688087056,1,4,0.14186561266300035,-0.012963737240328522
6,8.247203901797844,1,5,0.018313939869700695,0.06037968897530466
3,8.151096935971779,1,6,-0.09424450924591231,-0.069373006182318
0,7.315473860497729,1,7,0.06102838610413719,-0.03910575418428825
9,6.284784060042131,1,8,0.007849982297888766,0.05319693600811992
5,0.20061978760677626,1,9,-0.006911155836624097,0.00909488836706119
2,0.20061978760677626,1,10,-0.0052851059679037676,0.00950683742126794
