topic,Freq,cluster,topics,x,y
5,46.770804960152404,1,1,0.14197132508952418,0.10042420790946019
6,42.60997229823534,1,2,0.15007837045050784,0.14268286502575936
8,4.464834191462417,1,3,0.10278612377432013,-0.23348549653297487
7,3.632800258077582,1,4,0.09149466823147345,-0.0724331114143938
3,0.9066457050468423,1,5,-0.09716023569759462,-0.012978996705448635
4,0.45471124648992767,1,6,-0.11438595760195903,0.024273341796446725
9,0.3488426877228403,1,7,-0.06934546024190535,0.01620340673815619
1,0.32281234588013735,1,8,-0.0708601037564169,0.014668916786670606
2,0.27279381810101755,1,9,-0.07162559001509568,0.007660718803902939
0,0.2157824888315107,1,10,-0.06295314023285416,0.012984147592421053
